session_id,arrival_time,departure_time,battery_capacity_kwh,soc_start,soc_target,energy_needed_kwh,charger_power_kw
S1160,2023-02-12 19:00:00,2023-02-13 09:00:00,50,0.182,0.72,26.912,3.7
S1161,2023-02-12 11:00:00,2023-02-13 09:00:00,50,0.302,0.656,17.707,7.4
S1162,2023-02-12 13:00:00,2023-02-13 09:00:00,40,0.153,0.753,24.004,3.7
S1163,2023-02-12 13:00:00,2023-02-13 11:00:00,50,0.546,0.815,13.453,3.7
S1164,2023-02-12 17:00:00,2023-02-13 11:00:00,75,0.263,0.737,35.57,7.4
S1165,2023-02-12 19:00:00,2023-02-13 10:00:00,50,0.259,0.605,17.292,11.0
S1166,2023-02-12 19:00:00,2023-02-13 11:00:00,82,0.58,0.879,24.55,7.4
S1167,2023-02-12 13:00:00,2023-02-13 08:00:00,50,0.344,0.703,17.972,7.4
S1168,2023-02-12 16:00:00,2023-02-13 09:00:00,50,0.182,0.641,22.922,3.7
S1169,2023-02-12 16:00:00,2023-02-13 06:00:00,50,0.197,0.798,30.072,7.4
S1170,2023-02-12 18:00:00,2023-02-13 07:00:00,75,0.406,0.839,32.472,7.4
S1171,2023-02-12 13:00:00,2023-02-13 11:00:00,60,0.628,0.813,11.076,11.0
S1172,2023-02-13 18:00:00,2023-02-14 05:00:00,60,0.366,0.737,22.255,7.4
S1173,2023-02-13 19:00:00,2023-02-14 08:00:00,40,0.177,0.887,28.385,11.0
S1174,2023-02-13 17:00:00,2023-02-14 08:00:00,82,0.446,0.6,12.668,7.4
S1175,2023-02-13 15:00:00,2023-02-14 06:00:00,40,0.246,0.811,22.615,7.4
S1176,2023-02-13 13:00:00,2023-02-14 09:00:00,75,0.44,0.828,29.113,11.0
S1177,2023-02-13 19:00:00,2023-02-14 08:00:00,75,0.259,0.653,29.537,3.7
S1178,2023-02-13 16:00:00,2023-02-14 08:00:00,82,0.471,0.904,35.499,3.7
S1179,2023-02-13 15:00:00,2023-02-14 07:00:00,75,0.457,0.789,24.928,11.0
S1180,2023-02-13 21:00:00,2023-02-14 08:00:00,60,0.443,0.871,25.677,3.7
S1181,2023-02-13 22:00:00,2023-02-14 06:00:00,60,0.343,0.862,31.127,7.4
S1182,2023-02-13 19:00:00,2023-02-14 07:00:00,40,0.424,0.76,13.443,11.0
S1183,2023-02-13 15:00:00,2023-02-14 07:00:00,60,0.167,0.767,35.952,11.0
S1184,2023-02-13 17:00:00,2023-02-14 06:00:00,75,0.603,0.768,12.31,3.7
S1185,2023-02-13 20:00:00,2023-02-14 06:00:00,82,0.508,0.915,33.376,7.4
S1186,2023-02-13 16:00:00,2023-02-14 07:00:00,50,0.188,0.563,18.746,7.4
S1187,2023-02-13 22:00:00,2023-02-14 04:00:00,75,0.475,0.777,22.66,11.0
S1188,2023-02-13 12:00:00,2023-02-14 06:00:00,50,0.343,0.762,20.966,3.7
S1189,2023-02-13 17:00:00,2023-02-14 08:00:00,40,0.503,0.946,17.716,7.4
S1190,2023-02-13 19:00:00,2023-02-14 09:00:00,40,0.511,0.847,13.444,3.7
S1191,2023-02-13 15:00:00,2023-02-14 06:00:00,40,0.39,0.79,16.008,3.7
S1192,2023-02-13 18:00:00,2023-02-14 10:00:00,60,0.431,0.684,15.159,11.0
S1193,2023-02-13 16:00:00,2023-02-14 08:00:00,40,0.555,0.806,10.031,3.7
S1194,2023-02-13 19:00:00,2023-02-14 07:00:00,75,0.532,0.948,31.188,3.7
S1195,2023-02-13 20:00:00,2023-02-14 05:00:00,50,0.252,0.827,28.766,7.4
S1196,2023-02-13 15:00:00,2023-02-14 06:00:00,82,0.378,0.666,23.676,11.0
S1197,2023-02-13 14:00:00,2023-02-14 07:00:00,50,0.283,0.791,25.41,3.7
S1198,2023-02-13 16:00:00,2023-02-14 10:00:00,75,0.204,0.895,51.838,3.7
S1199,2023-02-14 14:00:00,2023-02-15 07:00:00,50,0.197,0.783,29.3,3.7
S1200,2023-02-14 19:00:00,2023-02-15 08:00:00,60,0.297,0.855,33.489,3.7
S1201,2023-02-14 17:00:00,2023-02-15 06:00:00,60,0.524,0.784,15.585,3.7
S1202,2023-02-14 16:00:00,2023-02-15 05:00:00,60,0.236,0.823,35.198,11.0
S1203,2023-02-14 23:00:00,2023-02-15 08:00:00,75,0.458,0.659,15.123,7.4
S1204,2023-02-14 20:00:00,2023-02-15 06:00:00,60,0.526,0.689,9.751,7.4
S1205,2023-02-14 19:00:00,2023-02-15 06:00:00,60,0.455,0.745,17.42,11.0
S1206,2023-02-14 19:00:00,2023-02-15 06:00:00,82,0.211,0.595,31.491,11.0
S1207,2023-02-14 18:00:00,2023-02-15 06:00:00,50,0.569,0.86,14.591,3.7
S1208,2023-02-14 19:00:00,2023-02-15 07:00:00,60,0.21,0.639,25.686,7.4
S1209,2023-02-14 15:00:00,2023-02-15 06:00:00,60,0.43,0.833,24.214,3.7
S1210,2023-02-14 17:00:00,2023-02-15 04:00:00,50,0.517,0.936,20.951,3.7
S1211,2023-02-14 20:00:00,2023-02-15 09:00:00,82,0.531,0.78,20.384,7.4
S1212,2023-02-14 17:00:00,2023-02-15 07:00:00,75,0.336,0.561,16.902,11.0
S1213,2023-02-14 19:00:00,2023-02-15 08:00:00,82,0.478,0.898,34.378,7.4
S1214,2023-02-14 17:00:00,2023-02-15 08:00:00,40,0.225,0.798,22.914,3.7
S1215,2023-02-14 12:00:00,2023-02-15 09:00:00,75,0.423,0.81,29.003,3.7
S1216,2023-02-14 16:00:00,2023-02-15 06:00:00,60,0.509,0.837,19.679,3.7
S1217,2023-02-14 17:00:00,2023-02-15 09:00:00,82,0.36,0.621,21.452,3.7
S1218,2023-02-14 15:00:00,2023-02-15 08:00:00,50,0.21,0.801,29.539,11.0
S1219,2023-02-14 19:00:00,2023-02-15 05:00:00,40,0.168,0.944,31.019,11.0
S1220,2023-02-14 19:00:00,2023-02-15 10:00:00,82,0.237,0.867,51.615,3.7
S1221,2023-02-14 14:00:00,2023-02-15 07:00:00,40,0.288,0.703,16.597,11.0
S1222,2023-02-14 17:00:00,2023-02-15 05:00:00,40,0.498,0.664,6.638,7.4
S1223,2023-02-14 17:00:00,2023-02-15 08:00:00,60,0.391,0.789,23.881,3.7
S1224,2023-02-14 14:00:00,2023-02-15 08:00:00,40,0.404,0.948,21.789,11.0
S1225,2023-02-14 19:00:00,2023-02-15 03:00:00,40,0.296,0.892,23.844,11.0
S1226,2023-02-15 16:00:00,2023-02-16 06:00:00,75,0.338,0.594,19.241,11.0
S1227,2023-02-15 15:00:00,2023-02-16 10:00:00,75,0.478,0.924,33.419,7.4
S1228,2023-02-15 18:00:00,2023-02-16 08:00:00,50,0.27,0.907,31.842,11.0
S1229,2023-02-15 19:00:00,2023-02-16 09:00:00,82,0.622,0.929,25.234,7.4
S1230,2023-02-15 16:00:00,2023-02-16 12:00:00,60,0.355,0.901,32.721,11.0
S1231,2023-02-15 15:00:00,2023-02-16 05:00:00,60,0.209,0.811,36.17,7.4
S1232,2023-02-15 19:00:00,2023-02-16 07:00:00,82,0.541,0.727,15.272,3.7
S1233,2023-02-15 19:00:00,2023-02-16 10:00:00,60,0.506,0.915,24.539,3.7
S1234,2023-02-15 23:00:00,2023-02-16 09:00:00,75,0.483,0.806,24.237,7.4
S1235,2023-02-15 18:00:00,2023-02-16 04:00:00,40,0.547,0.941,15.729,3.7
S1236,2023-02-15 17:00:00,2023-02-16 06:00:00,50,0.627,0.913,14.285,11.0
S1237,2023-02-15 13:00:00,2023-02-16 09:00:00,75,0.639,0.85,15.772,7.4
S1238,2023-02-15 21:00:00,2023-02-16 07:00:00,60,0.594,0.746,9.136,3.7
S1239,2023-02-15 19:00:00,2023-02-16 07:00:00,50,0.574,0.919,17.266,3.7
S1240,2023-02-15 18:00:00,2023-02-16 07:00:00,50,0.543,0.922,18.931,3.7
S1241,2023-02-15 14:00:00,2023-02-16 08:00:00,50,0.532,0.748,10.765,11.0
S1242,2023-02-15 22:00:00,2023-02-16 05:00:00,82,0.585,0.781,16.056,7.4
S1243,2023-02-15 18:00:00,2023-02-16 07:00:00,75,0.329,0.726,29.777,11.0
S1244,2023-02-15 21:00:00,2023-02-16 08:00:00,40,0.591,0.906,12.622,7.4
S1245,2023-02-15 18:00:00,2023-02-16 06:00:00,60,0.461,0.633,10.321,3.7
S1246,2023-02-15 19:00:00,2023-02-16 08:00:00,75,0.159,0.852,51.982,11.0
S1247,2023-02-15 20:00:00,2023-02-16 10:00:00,60,0.452,0.613,9.655,3.7
S1248,2023-02-15 17:00:00,2023-02-16 04:00:00,50,0.21,0.84,31.519,11.0
S1249,2023-02-15 17:00:00,2023-02-16 08:00:00,50,0.269,0.72,22.593,11.0
S1250,2023-02-15 21:00:00,2023-02-16 08:00:00,40,0.466,0.634,6.7,3.7
S1251,2023-02-15 16:00:00,2023-02-16 08:00:00,75,0.183,0.727,40.863,7.4
S1252,2023-02-15 20:00:00,2023-02-16 07:00:00,75,0.6,0.774,13.023,11.0
S1253,2023-02-15 18:00:00,2023-02-16 08:00:00,60,0.61,0.938,19.642,11.0
S1254,2023-02-15 20:00:00,2023-02-16 08:00:00,82,0.391,0.779,31.792,7.4
S1255,2023-02-16 18:00:00,2023-02-17 08:00:00,50,0.268,0.901,31.621,11.0
S1256,2023-02-16 19:00:00,2023-02-17 05:00:00,82,0.573,0.817,20.009,3.7
S1257,2023-02-16 21:00:00,2023-02-17 06:00:00,75,0.639,0.883,18.297,7.4
S1258,2023-02-16 19:00:00,2023-02-17 09:00:00,75,0.424,0.576,11.349,7.4
S1259,2023-02-16 17:00:00,2023-02-17 06:00:00,40,0.49,0.721,9.229,7.4
S1260,2023-02-16 15:00:00,2023-02-17 05:00:00,40,0.526,0.776,10.002,7.4
S1261,2023-02-16 21:00:00,2023-02-17 08:00:00,60,0.471,0.935,27.849,3.7
S1262,2023-02-16 17:00:00,2023-02-17 07:00:00,82,0.614,0.84,18.519,11.0
S1263,2023-02-16 16:00:00,2023-02-17 06:00:00,60,0.443,0.691,14.875,11.0
S1264,2023-02-16 19:00:00,2023-02-17 05:00:00,50,0.294,0.628,16.681,3.7
S1265,2023-02-16 21:00:00,2023-02-17 04:00:00,60,0.341,0.753,24.713,3.7
S1266,2023-02-16 21:00:00,2023-02-17 07:00:00,50,0.422,0.931,25.46,11.0
S1267,2023-02-16 15:00:00,2023-02-17 08:00:00,75,0.246,0.893,48.516,7.4
S1268,2023-02-16 15:00:00,2023-02-17 08:00:00,60,0.329,0.59,15.629,7.4
S1269,2023-02-16 14:00:00,2023-02-17 08:00:00,75,0.235,0.593,26.82,3.7
S1270,2023-02-16 19:00:00,2023-02-17 06:00:00,82,0.177,0.682,41.38,11.0
S1271,2023-02-16 16:00:00,2023-02-17 04:00:00,75,0.25,0.86,45.695,3.7
S1272,2023-02-16 15:00:00,2023-02-17 09:00:00,60,0.551,0.937,23.142,3.7
S1273,2023-02-16 18:00:00,2023-02-17 05:00:00,60,0.194,0.742,32.87,7.4
S1274,2023-02-16 13:00:00,2023-02-17 07:00:00,75,0.477,0.848,27.82,11.0
S1275,2023-02-17 16:00:00,2023-02-18 07:00:00,75,0.236,0.776,40.514,11.0
S1276,2023-02-17 21:00:00,2023-02-18 04:00:00,50,0.356,0.812,22.777,7.4
S1277,2023-02-17 15:00:00,2023-02-18 09:00:00,60,0.593,0.757,9.827,11.0
S1278,2023-02-17 13:00:00,2023-02-18 06:00:00,60,0.206,0.841,38.074,7.4
S1279,2023-02-17 22:00:00,2023-02-18 08:00:00,40,0.612,0.916,12.13,3.7
S1280,2023-02-17 16:00:00,2023-02-18 07:00:00,50,0.385,0.762,18.849,7.4
S1281,2023-02-17 23:00:00,2023-02-18 08:00:00,60,0.2,0.678,28.679,3.7
S1282,2023-02-17 20:00:00,2023-02-18 07:00:00,50,0.431,0.837,20.289,7.4
S1283,2023-02-17 20:00:00,2023-02-18 08:00:00,82,0.571,0.771,16.422,7.4
S1284,2023-02-17 17:00:00,2023-02-18 09:00:00,82,0.631,0.812,14.896,7.4
S1285,2023-02-17 18:00:00,2023-02-18 05:00:00,82,0.184,0.719,43.878,7.4
S1286,2023-02-17 18:00:00,2023-02-18 07:00:00,60,0.332,0.579,14.83,3.7
S1287,2023-02-17 21:00:00,2023-02-18 07:00:00,75,0.633,0.809,13.166,11.0
S1288,2023-02-17 23:00:00,2023-02-18 08:00:00,40,0.4,0.643,9.703,11.0
S1289,2023-02-17 21:00:00,2023-02-18 08:00:00,82,0.193,0.637,36.4,3.7
S1290,2023-02-17 18:00:00,2023-02-18 06:00:00,75,0.25,0.926,50.753,11.0
S1291,2023-02-17 16:00:00,2023-02-18 04:00:00,50,0.542,0.923,19.076,11.0
S1292,2023-02-17 19:00:00,2023-02-18 05:00:00,50,0.205,0.658,22.674,7.4
S1293,2023-02-17 15:00:00,2023-02-18 07:00:00,40,0.254,0.723,18.779,3.7
S1294,2023-02-17 16:00:00,2023-02-18 05:00:00,75,0.631,0.821,14.225,11.0
S1295,2023-02-17 14:00:00,2023-02-18 05:00:00,82,0.235,0.782,44.888,11.0
S1296,2023-02-17 13:00:00,2023-02-18 07:00:00,60,0.297,0.635,20.271,11.0
S1297,2023-02-17 17:00:00,2023-02-18 06:00:00,75,0.167,0.716,41.141,11.0
S1298,2023-02-17 21:00:00,2023-02-18 08:00:00,60,0.492,0.7,12.447,7.4
S1299,2023-02-18 16:00:00,2023-02-19 09:00:00,50,0.313,0.619,15.279,11.0
S1300,2023-02-18 14:00:00,2023-02-19 11:00:00,50,0.451,0.651,10.005,7.4
S1301,2023-02-18 17:00:00,2023-02-19 10:00:00,82,0.338,0.729,32.075,7.4
S1302,2023-02-18 18:00:00,2023-02-19 10:00:00,82,0.352,0.667,25.776,7.4
S1303,2023-02-18 18:00:00,2023-02-19 09:00:00,60,0.425,0.575,9.03,7.4
S1304,2023-02-18 18:00:00,2023-02-19 09:00:00,50,0.196,0.757,28.015,7.4
S1305,2023-02-18 19:00:00,2023-02-19 09:00:00,75,0.421,0.922,37.641,11.0
S1306,2023-02-18 19:00:00,2023-02-19 10:00:00,82,0.468,0.784,25.907,11.0
S1307,2023-02-18 16:00:00,2023-02-19 07:00:00,82,0.516,0.86,28.212,7.4
S1308,2023-02-18 18:00:00,2023-02-19 06:00:00,82,0.324,0.682,29.347,7.4
S1309,2023-02-18 11:00:00,2023-02-19 09:00:00,50,0.566,0.824,12.871,3.7
S1310,2023-02-18 16:00:00,2023-02-19 06:00:00,40,0.242,0.907,26.628,3.7
S1311,2023-02-18 15:00:00,2023-02-19 10:00:00,50,0.303,0.649,17.301,3.7
S1312,2023-02-18 16:00:00,2023-02-19 09:00:00,75,0.433,0.743,23.268,11.0
S1313,2023-02-18 14:00:00,2023-02-19 08:00:00,75,0.401,0.911,38.228,3.7
S1314,2023-02-18 13:00:00,2023-02-19 10:00:00,50,0.586,0.8,10.677,11.0
S1315,2023-02-18 10:00:00,2023-02-19 08:00:00,50,0.336,0.677,17.057,3.7
S1316,2023-02-18 19:00:00,2023-02-19 10:00:00,50,0.556,0.822,13.308,3.7
S1317,2023-02-18 20:00:00,2023-02-19 09:00:00,40,0.46,0.765,12.235,11.0
S1318,2023-02-18 15:00:00,2023-02-19 10:00:00,82,0.62,0.831,17.248,7.4
S1319,2023-02-18 17:00:00,2023-02-19 08:00:00,60,0.373,0.673,18.028,7.4
S1320,2023-02-18 13:00:00,2023-02-19 10:00:00,50,0.333,0.712,18.941,3.7
S1321,2023-02-18 16:00:00,2023-02-19 09:00:00,40,0.424,0.755,13.228,11.0
S1322,2023-02-18 14:00:00,2023-02-19 11:00:00,75,0.333,0.738,30.41,7.4
S1323,2023-02-18 20:00:00,2023-02-19 10:00:00,40,0.591,0.78,7.536,3.7
S1324,2023-02-18 16:00:00,2023-02-19 10:00:00,75,0.169,0.606,32.83,7.4
S1325,2023-02-18 16:00:00,2023-02-19 09:00:00,60,0.63,0.929,17.973,11.0
S1326,2023-02-18 13:00:00,2023-02-19 08:00:00,82,0.568,0.878,25.416,11.0
S1327,2023-02-18 19:00:00,2023-02-19 08:00:00,75,0.537,0.756,16.423,3.7
S1328,2023-02-19 16:00:00,2023-02-20 06:00:00,40,0.344,0.747,16.106,7.4
S1329,2023-02-19 15:00:00,2023-02-20 11:00:00,60,0.515,0.724,12.544,3.7
S1330,2023-02-19 14:00:00,2023-02-20 10:00:00,82,0.559,0.819,21.307,7.4
S1331,2023-02-19 17:00:00,2023-02-20 08:00:00,75,0.277,0.748,35.303,3.7
S1332,2023-02-19 19:00:00,2023-02-20 09:00:00,60,0.206,0.946,44.408,11.0
S1333,2023-02-19 14:00:00,2023-02-20 11:00:00,40,0.254,0.728,18.962,3.7
S1334,2023-02-19 17:00:00,2023-02-20 06:00:00,60,0.448,0.686,14.292,11.0
S1335,2023-02-19 16:00:00,2023-02-20 05:00:00,82,0.196,0.824,51.529,7.4
S1336,2023-02-19 17:00:00,2023-02-20 08:00:00,60,0.458,0.64,10.921,3.7
S1337,2023-02-19 16:00:00,2023-02-20 09:00:00,60,0.269,0.725,27.383,11.0
S1338,2023-02-19 21:00:00,2023-02-20 08:00:00,40,0.373,0.835,18.487,3.7
S1339,2023-02-19 19:00:00,2023-02-20 08:00:00,82,0.614,0.895,23.038,11.0
S1340,2023-02-19 15:00:00,2023-02-20 09:00:00,50,0.427,0.826,19.932,7.4
S1341,2023-02-19 14:00:00,2023-02-20 11:00:00,75,0.249,0.892,48.186,11.0
S1342,2023-02-19 18:00:00,2023-02-20 10:00:00,40,0.425,0.75,13.008,11.0
S1343,2023-02-19 19:00:00,2023-02-20 11:00:00,60,0.566,0.782,12.967,11.0
S1344,2023-02-19 12:00:00,2023-02-20 07:00:00,50,0.642,0.822,8.977,3.7
S1345,2023-02-19 19:00:00,2023-02-20 08:00:00,50,0.172,0.657,24.242,7.4
S1346,2023-02-19 17:00:00,2023-02-20 10:00:00,50,0.489,0.82,16.551,11.0
S1347,2023-02-19 14:00:00,2023-02-20 09:00:00,75,0.556,0.759,15.217,3.7
S1348,2023-02-19 20:00:00,2023-02-20 11:00:00,75,0.407,0.582,13.131,3.7
S1349,2023-02-19 14:00:00,2023-02-20 11:00:00,75,0.352,0.722,27.697,7.4
S1350,2023-02-19 14:00:00,2023-02-20 08:00:00,60,0.348,0.837,29.363,11.0
S1351,2023-02-19 16:00:00,2023-02-20 10:00:00,75,0.54,0.772,17.378,11.0
S1352,2023-02-19 18:00:00,2023-02-20 09:00:00,50,0.537,0.943,20.281,7.4
S1353,2023-02-19 14:00:00,2023-02-20 08:00:00,75,0.61,0.927,23.766,3.7
S1354,2023-02-19 17:00:00,2023-02-20 08:00:00,60,0.272,0.571,17.949,11.0
S1355,2023-02-20 16:00:00,2023-02-21 07:00:00,40,0.249,0.847,23.917,3.7
S1356,2023-02-20 22:00:00,2023-02-21 05:00:00,50,0.305,0.904,29.984,3.7
S1357,2023-02-20 15:00:00,2023-02-21 06:00:00,40,0.22,0.891,26.839,7.4
S1358,2023-02-20 19:00:00,2023-02-21 08:00:00,50,0.455,0.621,8.335,11.0
S1359,2023-02-20 22:00:00,2023-02-21 04:00:00,82,0.618,0.932,25.77,3.7
S1360,2023-02-20 17:00:00,2023-02-21 09:00:00,50,0.261,0.82,27.933,3.7
S1361,2023-02-20 23:00:00,2023-02-21 06:00:00,60,0.341,0.624,17.006,7.4
S1362,2023-02-20 20:00:00,2023-02-21 09:00:00,50,0.487,0.94,22.636,3.7
S1363,2023-02-20 19:00:00,2023-02-21 07:00:00,82,0.512,0.772,21.324,11.0
S1364,2023-02-20 20:00:00,2023-02-21 05:00:00,50,0.386,0.901,25.746,7.4
S1365,2023-02-20 17:00:00,2023-02-21 07:00:00,82,0.581,0.767,15.249,11.0
S1366,2023-02-20 19:00:00,2023-02-21 09:00:00,50,0.337,0.905,28.443,3.7
S1367,2023-02-20 18:00:00,2023-02-21 09:00:00,40,0.575,0.915,13.601,7.4
S1368,2023-02-20 15:00:00,2023-02-21 06:00:00,50,0.437,0.944,25.376,11.0
S1369,2023-02-20 21:00:00,2023-02-21 07:00:00,40,0.17,0.855,27.412,7.4
S1370,2023-02-20 16:00:00,2023-02-21 11:00:00,40,0.32,0.706,15.413,11.0
S1371,2023-02-20 18:00:00,2023-02-21 07:00:00,40,0.365,0.783,16.697,11.0
S1372,2023-02-20 19:00:00,2023-02-21 07:00:00,40,0.397,0.925,21.106,11.0
S1373,2023-02-20 19:00:00,2023-02-21 06:00:00,82,0.306,0.641,27.51,11.0
S1374,2023-02-20 16:00:00,2023-02-21 09:00:00,50,0.201,0.607,20.302,3.7
S1375,2023-02-20 16:00:00,2023-02-21 06:00:00,75,0.405,0.72,23.583,3.7
S1376,2023-02-20 17:00:00,2023-02-21 08:00:00,40,0.32,0.677,14.286,11.0
S1377,2023-02-20 16:00:00,2023-02-21 06:00:00,50,0.243,0.914,33.541,11.0
S1378,2023-02-21 17:00:00,2023-02-22 07:00:00,82,0.49,0.931,36.151,11.0
S1379,2023-02-21 21:00:00,2023-02-22 08:00:00,60,0.189,0.661,28.282,11.0
S1380,2023-02-21 16:00:00,2023-02-22 09:00:00,50,0.437,0.706,13.449,3.7
S1381,2023-02-21 18:00:00,2023-02-22 06:00:00,82,0.537,0.934,32.503,7.4
S1382,2023-02-21 16:00:00,2023-02-22 07:00:00,82,0.504,0.769,21.735,3.7
S1383,2023-02-21 19:00:00,2023-02-22 08:00:00,75,0.27,0.655,28.886,3.7
S1384,2023-02-21 22:00:00,2023-02-22 04:00:00,60,0.254,0.92,40.006,7.4
S1385,2023-02-21 16:00:00,2023-02-22 06:00:00,40,0.56,0.898,13.545,11.0
S1386,2023-02-21 20:00:00,2023-02-22 09:00:00,50,0.569,0.936,18.352,3.7
S1387,2023-02-21 19:00:00,2023-02-22 08:00:00,75,0.25,0.655,30.396,7.4
S1388,2023-02-21 18:00:00,2023-02-22 08:00:00,40,0.214,0.708,19.791,3.7
S1389,2023-02-21 21:00:00,2023-02-22 03:00:00,75,0.553,0.705,11.421,11.0
S1390,2023-02-21 19:00:00,2023-02-22 05:00:00,50,0.279,0.745,23.292,3.7
S1391,2023-02-21 22:00:00,2023-02-22 05:00:00,75,0.256,0.574,23.826,7.4
S1392,2023-02-21 16:00:00,2023-02-22 07:00:00,75,0.384,0.709,24.382,3.7
S1393,2023-02-21 23:00:00,2023-02-22 08:00:00,40,0.366,0.596,9.221,11.0
S1394,2023-02-21 18:00:00,2023-02-22 09:00:00,40,0.164,0.942,31.112,11.0
S1395,2023-02-21 16:00:00,2023-02-22 06:00:00,60,0.514,0.902,23.278,3.7
S1396,2023-02-21 19:00:00,2023-02-22 07:00:00,82,0.442,0.945,41.24,3.7
S1397,2023-02-21 15:00:00,2023-02-22 08:00:00,75,0.186,0.9,53.566,7.4
S1398,2023-02-21 21:00:00,2023-02-22 07:00:00,82,0.299,0.672,30.649,11.0
S1399,2023-02-21 20:00:00,2023-02-22 09:00:00,82,0.157,0.912,61.863,11.0
S1400,2023-02-21 20:00:00,2023-02-22 04:00:00,82,0.472,0.911,36.058,11.0
S1401,2023-02-21 16:00:00,2023-02-22 06:00:00,60,0.323,0.819,29.754,7.4
S1402,2023-02-21 15:00:00,2023-02-22 07:00:00,75,0.483,0.882,29.966,7.4
S1403,2023-02-21 19:00:00,2023-02-22 08:00:00,40,0.252,0.823,22.833,7.4
S1404,2023-02-21 20:00:00,2023-02-22 05:00:00,40,0.616,0.868,10.08,3.7
S1405,2023-02-21 18:00:00,2023-02-22 06:00:00,50,0.632,0.802,8.535,3.7
S1406,2023-02-21 19:00:00,2023-02-22 09:00:00,82,0.501,0.786,23.358,11.0
S1407,2023-02-21 17:00:00,2023-02-22 08:00:00,60,0.22,0.782,33.749,3.7
S1408,2023-02-21 22:00:00,2023-02-22 07:00:00,75,0.317,0.702,28.824,3.7
S1409,2023-02-21 15:00:00,2023-02-22 07:00:00,60,0.322,0.848,31.6,3.7
S1410,2023-02-22 19:00:00,2023-02-23 07:00:00,82,0.181,0.848,54.688,7.4
S1411,2023-02-22 20:00:00,2023-02-23 07:00:00,50,0.64,0.889,12.425,11.0
S1412,2023-02-22 21:00:00,2023-02-23 05:00:00,75,0.365,0.895,39.749,11.0
S1413,2023-02-22 21:00:00,2023-02-23 05:00:00,50,0.609,0.774,8.247,7.4
S1414,2023-02-22 20:00:00,2023-02-23 07:00:00,60,0.501,0.677,10.554,3.7
S1415,2023-02-22 17:00:00,2023-02-23 07:00:00,82,0.318,0.695,30.949,11.0
S1416,2023-02-22 21:00:00,2023-02-23 06:00:00,50,0.167,0.858,34.51,3.7
S1417,2023-02-22 20:00:00,2023-02-23 05:00:00,60,0.493,0.651,9.498,11.0
S1418,2023-02-22 22:00:00,2023-02-23 07:00:00,75,0.53,0.856,24.428,7.4
S1419,2023-02-22 14:00:00,2023-02-23 08:00:00,60,0.531,0.708,10.608,11.0
S1420,2023-02-22 17:00:00,2023-02-23 08:00:00,50,0.495,0.853,17.893,11.0
S1421,2023-02-22 16:00:00,2023-02-23 06:00:00,82,0.438,0.599,13.218,7.4
S1422,2023-02-22 17:00:00,2023-02-23 05:00:00,60,0.362,0.916,33.246,7.4
S1423,2023-02-22 16:00:00,2023-02-23 06:00:00,50,0.195,0.811,30.803,11.0
S1424,2023-02-22 20:00:00,2023-02-23 08:00:00,50,0.566,0.929,18.188,3.7
S1425,2023-02-22 15:00:00,2023-02-23 09:00:00,40,0.437,0.796,14.37,11.0
S1426,2023-02-22 17:00:00,2023-02-23 08:00:00,82,0.446,0.787,27.977,7.4
S1427,2023-02-22 21:00:00,2023-02-23 05:00:00,40,0.382,0.792,16.421,7.4
S1428,2023-02-22 21:00:00,2023-02-23 07:00:00,50,0.245,0.678,21.65,3.7
S1429,2023-02-22 16:00:00,2023-02-23 08:00:00,60,0.23,0.556,19.587,3.7
S1430,2023-02-22 16:00:00,2023-02-23 07:00:00,60,0.319,0.581,15.733,3.7
S1431,2023-02-22 15:00:00,2023-02-23 09:00:00,82,0.424,0.649,18.448,7.4
S1432,2023-02-22 18:00:00,2023-02-23 09:00:00,40,0.353,0.944,23.635,7.4
S1433,2023-02-22 23:00:00,2023-02-23 04:00:00,82,0.59,0.942,28.891,3.7
S1434,2023-02-22 14:00:00,2023-02-23 06:00:00,82,0.24,0.689,36.821,3.7
S1435,2023-02-22 15:00:00,2023-02-23 05:00:00,75,0.313,0.775,34.665,3.7
S1436,2023-02-22 16:00:00,2023-02-23 06:00:00,75,0.512,0.828,23.667,3.7
S1437,2023-02-23 19:00:00,2023-02-24 09:00:00,75,0.392,0.76,27.606,3.7
S1438,2023-02-23 19:00:00,2023-02-24 08:00:00,50,0.295,0.671,18.809,11.0
S1439,2023-02-23 20:00:00,2023-02-24 05:00:00,60,0.205,0.882,40.592,3.7
S1440,2023-02-23 18:00:00,2023-02-24 05:00:00,40,0.172,0.85,27.11,7.4
S1441,2023-02-23 18:00:00,2023-02-24 07:00:00,60,0.473,0.739,15.989,11.0
S1442,2023-02-23 14:00:00,2023-02-24 07:00:00,82,0.29,0.562,22.265,3.7
S1443,2023-02-23 16:00:00,2023-02-24 06:00:00,50,0.502,0.744,12.095,7.4
S1444,2023-02-23 18:00:00,2023-02-24 06:00:00,75,0.593,0.895,,7.4
S1445,2023-02-23 13:00:00,2023-02-24 11:00:00,60,0.41,0.79,22.801,11.0
S1446,2023-02-23 16:00:00,2023-02-24 06:00:00,40,0.613,0.765,6.073,11.0
S1447,2023-02-23 15:00:00,2023-02-24 07:00:00,75,0.31,0.886,43.21,11.0
S1448,2023-02-23 21:00:00,2023-02-24 07:00:00,60,0.5,0.852,21.125,3.7
S1449,2023-02-23 17:00:00,2023-02-24 07:00:00,40,0.316,0.928,24.467,3.7
